ESU,ESU ID,Stratum,Stratum ID,Independent Population,Independent Population ID,spawning_year,Lifestage,WildCount,NOSAEJ,CI_Wild,AbGoal,mile_Surveyed,total_site,AbComments,AbSource,Comments_WildCount
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1982,adult,337,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1983,adult,872,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1984,adult,575,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1985,adult,267,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1986,adult,255,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1987,adult,666,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1988,adult,921,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1989,adult,415,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1990,adult,582,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1991,adult,533,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1992,adult,1255,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1993,adult,967,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1994,adult,653,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1995,adult,418,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1996,adult,697,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1997,adult,935,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1998,adult,700,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,1999,adult,581,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2000,adult,564,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2001,adult,988,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2002,adult,1035,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2003,adult,1053,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2004,adult,2294,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2005,adult,1405,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2006,adult,1209,,,,,,Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed.  Fish were sorted at Marmot trap and only unclipped fish were allowed to pass.,Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2007,adult,1304,,,,,,"Above Marmot Dam only. Fish were sorted at the dams and all or most of fin-clipped fish were removed. Marmot Dam was removed in 2007, fish ladder was operational to July 18; fish weir was operated until October 19.",Marmot Dam Counts (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2008,adult,,2721,,,,,Above old Marmot Dam site only; estimated from relationships between dam counts and observations of redds and carcasses from 2002 to 2007 when the dam was present.,Spawning survey data (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2009,adult,,856,,,,,Above old Marmot Dam site only; estimated from relationships between dam counts and observations of redds and carcasses from 2002 to 2007 when the dam was present.,Spawning survey data (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2010,adult,,1391,,1262,,,Above old Marmot Dam site only; estimated from relationships between dam counts and observations of redds and carcasses from 2002 to 2007 when the dam was present.,Spawning survey data (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2011,adult,,1150,,1135,,,AbGoal changed slightly due to improved age estimates. Above old Marmot Dam site only; estimated from relationships between dam counts and observations of redds and carcasses from 2002 to 2007 when the dam was present.,Spawning survey data (Bruce McIntosh),
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2012,adult,,3070,,1633,,,AbGoal changed slightly due to improved age estimates. Above old Marmot Dam site only; estimated from relationships between dam counts and observations of redds and carcasses from 2002 to 2007 when the dam was present.,Spawning survey data from Schroeder et al. 2013,
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2013,adult,,2188,,1850,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.",Spawning survey data from Whitman et al. 2014,
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2014,adult,,1538,,1825,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2015,adult,,2840,,1952,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2016,adult,,3479,,2029,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2017,adult,,5230,,1808,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2018,adult,,2758,,,,,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Cascade,50116060302,Sandy,30116060323,2019,adult,,2348,,,52.7,30,"Above old Marmot Dam and Bull Run River, now that surveys have been expanded. Relationship with Marmot Dam is no longer used to estimate run size. Redd counts are expanded by 2.5 spawners per redd and compared to counts at the weirs on the Salmon, Zigzag, and Bull Run.","Spawning survey data from Whitman and Cannon, personal communication",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1992,adult,36,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1993,adult,43,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1994,adult,30,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1995,adult,21,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1996,adult,97,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1997,adult,74,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1998,adult,80,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,1999,adult,23,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2000,adult,66,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2001,adult,46,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2002,adult,74,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2003,adult,111,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2004,adult,145,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2005,adult,117,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2006,adult,301,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2007,adult,154,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2008,adult,61,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
Lower Columbia,10116060000,Gorge,50116060303,Hood River,30116060327,2009,adult,88,,,,,,Count at Powerdale Dam. Count includes jacks. Does not include escapement to areas below the dam.  Natural run was derived from hatchery stocks.,"Simpson, Philip C., Robert E. Reagan, and Hilary A. Doulos. 2017. Hood River Production Program Monitoring and Evaluation, Annual Progress Report. U.S. Department of Energy, Bonneville Power Administration, Project # 1988-053-04.",
