Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Willamette Falls,5/5/2009,,995,55,207,,,,,,,,,,11.7
Willamette Falls,5/6/2009,,75,7,63,,,,,,,,,,11.7
Willamette Falls,5/7/2009,,13,1,29,,,,,,,,,,11.7
Willamette Falls,5/8/2009,,4,2,33,,,,,,,,,,10.6
Willamette Falls,5/9/2009,,22,1,193,,,,,,,,,,
Willamette Falls,5/10/2009,,38,6,290,,,,,,,,,,
Willamette Falls,5/11/2009,,63,8,234,,,,,,,,,,11.1
Willamette Falls,5/12/2009,,83,14,97,,,,,,,,,,11.1
Willamette Falls,5/13/2009,,205,23,140,,,,,,,,,,11.7
Willamette Falls,5/14/2009,,342,20,173,,,,,,,,,,11.7
Willamette Falls,5/15/2009,,86,8,119,,,,,,,,,,11.7
Willamette Falls,5/16/2009,,105,16,120,,,,,,,,,,
Willamette Falls,5/17/2009,,477,19,174,,,,,,,,,,12.8
Willamette Falls,5/18/2009,,1453,53,222,,,,,,,,,,13.3
Willamette Falls,5/19/2009,,1178,71,205,,,,,,,,,,14.4
Willamette Falls,5/20/2009,,740,89,187,,,,,,,,,,14.4
Willamette Falls,5/21/2009,,487,66,182,,,,,,,,,,14.4
Willamette Falls,5/22/2009,,383,44,139,,,,,,,,,,
Willamette Falls,5/23/2009,,516,37,238,,,,,,,,,,
Willamette Falls,5/24/2009,,521,140,233,,,,,,,,,,
Willamette Falls,5/25/2009,,524,64,251,,,,,,,,,,
Willamette Falls,5/26/2009,,471,81,194,,,,,,,,,,15.6
Willamette Falls,5/27/2009,,538,98,199,,,,,,,,,,15.6
Willamette Falls,5/28/2009,,530,85,172,,,,,,,,,,16.1
Willamette Falls,5/29/2009,,552,101,186,,,,,,,,,,17.2
Willamette Falls,5/30/2009,,1077,153,186,,,,,,,,,,
Willamette Falls,5/31/2009,,661,93,160,,,,,,,,,,
Willamette Falls,3/1/2010,,,,122,,,,,,,,,,8.9
Willamette Falls,3/2/2010,,,,166,,,,,,,,,,8.9
Willamette Falls,3/3/2010,,,,119,,,,,,,,,,9.4
Willamette Falls,3/4/2010,,1,,92,,,,,,,,,,9.4
Willamette Falls,3/5/2010,,,,61,,,,,,,,,,10
Willamette Falls,3/6/2010,,2,,26,,,,,,,,,,
Willamette Falls,3/7/2010,,2,,30,,,,,,,,,,
Willamette Falls,3/8/2010,,11,,32,,,,,,,,,,10
Willamette Falls,3/9/2010,,6,,38,,,,,,,,,,9.4
Willamette Falls,3/10/2010,,2,,22,,,,,,,,,,8.9
Willamette Falls,3/11/2010,,2,,25,,,,,,,,,,8.9
Willamette Falls,3/12/2010,,1,,14,,,,,,,,,,8.3
Willamette Falls,3/13/2010,,5,,27,,,,,,,,,,
Willamette Falls,3/14/2010,,1,,36,,,,,,,,,,
Willamette Falls,3/15/2010,,,,78,,,,,,,,,,
Willamette Falls,3/16/2010,,3,,73,,,,,,,,,,
Willamette Falls,3/17/2010,,4,,158,,,,,,,,,,7.8
Willamette Falls,3/18/2010,,4,,91,,,,,,,,,,8.9
Willamette Falls,3/19/2010,,9,,83,,,,,,,,,,
Willamette Falls,3/20/2010,,10,,62,,,,,,,,,,8.9
Willamette Falls,3/21/2010,,7,,52,,,,,,,,,,
Willamette Falls,3/22/2010,,24,,61,,,,,,,,,,10
Willamette Falls,3/23/2010,,22,,78,,,,,,,,,,10
Willamette Falls,3/24/2010,,43,,150,,,,,,,,,,10
Willamette Falls,3/25/2010,,37,,177,,,,,,,,,,10
Willamette Falls,3/26/2010,,32,,206,,,,,,,,,,10.6
Willamette Falls,3/27/2010,,33,,134,,,,,,,,,,
Willamette Falls,3/28/2010,,52,,178,,,,,,,,,,
Willamette Falls,3/29/2010,,10,,230,,,,,,,,,,10
Willamette Falls,3/30/2010,,1,,64,,,,,,,,,,9.4
Willamette Falls,3/31/2010,,1,,5,,,,,,,,,,9.4
Willamette Falls,4/1/2010,,,,10,,,,,,,,,,9.4
Willamette Falls,4/2/2010,,6,,93,,,,,,,,,,8.9
Willamette Falls,4/3/2010,,,,101,,,,,,,,,,
Willamette Falls,4/4/2010,,2,,62,,,,,,,,,,
Willamette Falls,4/5/2010,,1,,42,,,,,,,,,,7.8
Willamette Falls,4/6/2010,,1,,179,,,,,,,,,,7.8
Willamette Falls,4/7/2010,,2,,149,,,,,,,,,,7.8
Willamette Falls,4/8/2010,,2,,282,,,,,,,,,,7.8
Willamette Falls,4/9/2010,,5,,438,,,,,,,,,,8.9
Willamette Falls,4/10/2010,,11,,251,,,,,,,,,,
Willamette Falls,4/11/2010,,15,,233,,,,,,,,,,
Willamette Falls,4/12/2010,,53,,162,,,,,,,,,,9.4
Willamette Falls,4/13/2010,,176,,241,,,,,,,,,,9.4
Willamette Falls,4/14/2010,,909,1,352,,,,,,,,,,10.6
Willamette Falls,4/15/2010,,336,,186,,,,,,,,,,10.6
Willamette Falls,4/16/2010,,753,,237,,,,,,,,,,
Willamette Falls,4/17/2010,,429,3,274,,,,,,,,,,
Willamette Falls,4/18/2010,,948,2,383,,,,,,,,,,
Willamette Falls,4/19/2010,,894,5,286,,,,,,,,,,12.2
Willamette Falls,4/20/2010,,2451,30,376,,,,,,,,,,12.2
Willamette Falls,4/21/2010,,1481,27,240,,,,,,,,,,12.2
Willamette Falls,4/22/2010,,689,10,317,,,,,,,,,,12.2
Willamette Falls,4/23/2010,,165,3,106,,,,,,,,,,11.7
Willamette Falls,4/24/2010,,355,3,187,,,,,,,,,,
Willamette Falls,4/25/2010,,929,14,254,,,,,,,,,,
Willamette Falls,4/26/2010,,1977,13,320,,,,,,,,,,12.2
Willamette Falls,4/27/2010,,1682,28,304,,,,,,,,,,12.2
Willamette Falls,4/28/2010,,640,23,229,,,,,,,,,,11.1
Willamette Falls,4/29/2010,,78,2,91,,,,,,,,,,
Willamette Falls,4/30/2010,,42,2,94,,,,,,,,,,
Willamette Falls,5/1/2010,,59,1,246,,,,,,,,,,
Willamette Falls,5/2/2010,,106,2,277,,,,,,,,,,
Willamette Falls,5/3/2010,,266,6,379,,,,,,,,,,10.6
Willamette Falls,5/4/2010,,727,26,452,,,,,,,,,,10.6
Willamette Falls,5/5/2010,,648,23,338,,,,,,,,,,10.6
Willamette Falls,5/6/2010,,430,14,220,,,,,,,,,,10.6
Willamette Falls,5/7/2010,,165,5,326,,,,,,,,,,10
Willamette Falls,5/8/2010,,1031,16,502,,,,,,,,,,
Willamette Falls,5/9/2010,,2644,42,459,,,,,,,,,,
Willamette Falls,5/10/2010,,2447,56,478,,,,,,,,,,12.8
Willamette Falls,5/11/2010,,2361,64,442,,,,,,,,,,12.8
Willamette Falls,5/12/2010,,2185,55,371,,,,,,,,,,
Willamette Falls,5/13/2010,,2018,37,362,,,,,,,,,,
Willamette Falls,5/14/2010,,1813,44,351,,,,,,,,,,13.9
Willamette Falls,5/15/2010,,2088,40,405,,,,,,,,,,
Willamette Falls,5/16/2010,,1969,100,384,,,,,,,,,,
Willamette Falls,5/17/2010,,1467,62,389,,,,,,,,,,15.6
Willamette Falls,5/18/2010,,1683,57,338,,,,,,,,,,15.6
Willamette Falls,5/19/2010,,950,38,263,,,,,,,,,,16.1
Willamette Falls,5/20/2010,,657,20,211,,,,,,,,,,16.1
Willamette Falls,5/21/2010,,377,10,204,,,,,,,,,,15.6
Willamette Falls,5/22/2010,,186,11,133,,,,,,,,,,
Willamette Falls,5/23/2010,,91,4,98,,,,,,,,,,
Willamette Falls,5/24/2010,,96,6,131,,,,,,,,,,12.2
Willamette Falls,5/25/2010,,68,8,175,,,,,,,,,,12.2
Willamette Falls,5/26/2010,,203,14,166,,,,,,,,,,11.7
Willamette Falls,5/27/2010,,149,8,179,,,,,,,,,,11.7
Willamette Falls,5/28/2010,,350,15,323,,,,,,,,,,
Willamette Falls,5/29/2010,,387,17,326,,,,,,,,,,
Willamette Falls,5/30/2010,,331,14,315,,,,,,,,,,
Willamette Falls,5/31/2010,,385,23,221,,,,,,,,,,
Willamette Falls,3/1/2011,,,,1,,,,,,,,,,3.9
Willamette Falls,3/2/2011,,,,-3,,,,,,,,,,4.4
Willamette Falls,3/3/2011,,,,7,,,,,,,,,,5.6
Willamette Falls,3/4/2011,,,,14,,,,,,,,,,5.6
Willamette Falls,3/5/2011,,,,78,,,,,,,,,,
Willamette Falls,3/6/2011,,,,119,,,,,,,,,,
Willamette Falls,3/7/2011,,,,171,,,,,,,,,,6.7
Willamette Falls,3/8/2011,,,,285,,,,,,,,,,7.2
Willamette Falls,3/9/2011,,,,248,,,,,,,,,,7.2
Willamette Falls,3/10/2011,,,,383,,,,,,,,,,7.8
Willamette Falls,3/11/2011,,,,142,,,,,,,,,,7.8
Willamette Falls,3/12/2011,,,,52,,,,,,,,,,
Willamette Falls,3/13/2011,,,,74,,,,,,,,,,
Willamette Falls,3/14/2011,,,,93,,,,,,,,,,7.8
Willamette Falls,3/15/2011,,,,72,,,,,,,,,,7.8
Willamette Falls,3/16/2011,,,,22,,,,,,,,,,8.9
Willamette Falls,3/17/2011,,,,19,,,,,,,,,,
Willamette Falls,3/18/2011,,,,,,,,,,,,,,
Willamette Falls,3/19/2011,,,,5,,,,,,,,,,
Willamette Falls,3/20/2011,,,,53,,,,,,,,,,
Willamette Falls,3/21/2011,,,,114,,,,,,,,,,7.8
Willamette Falls,3/22/2011,,1,,125,,,,,,,,,,7.8
Willamette Falls,3/23/2011,,1,,188,,,,,,,,,,8.3
Willamette Falls,3/24/2011,,,,90,,,,,,,,,,8.9
Willamette Falls,3/25/2011,,1,,60,,,,,,,,,,8.9
Willamette Falls,3/26/2011,,2,,84,,,,,,,,,,
Willamette Falls,3/27/2011,,2,,68,,,,,,,,,,
Willamette Falls,3/28/2011,,6,,85,,,,,,,,,,8.9
Willamette Falls,3/29/2011,,2,,80,,,,,,,,,,8.9
Willamette Falls,3/30/2011,,2,,129,,,,,,,,,,8.9
Willamette Falls,3/31/2011,,,,218,,,,,,,,,,9.4
Willamette Falls,4/1/2011,,1,,199,,,,,,,,,,9.4
Willamette Falls,4/2/2011,,,,256,,,,,,,,,,
Willamette Falls,4/3/2011,,4,,185,,,,,,,,,,
Willamette Falls,4/4/2011,,5,,117,,,,,,,,,,10
Willamette Falls,4/5/2011,,1,,57,,,,,,,,,,10
Willamette Falls,4/6/2011,,1,,89,,,,,,,,,,10
Willamette Falls,4/7/2011,,3,,56,,,,,,,,,,8.9
Willamette Falls,4/8/2011,,1,,36,,,,,,,,,,8.9
Willamette Falls,4/9/2011,,3,,53,,,,,,,,,,
Willamette Falls,4/10/2011,,5,,82,,,,,,,,,,
Willamette Falls,4/11/2011,,5,,97,,,,,,,,,,8.3
Willamette Falls,4/12/2011,,14,,66,,,,,,,,,,8.9
Willamette Falls,4/13/2011,,16,,49,,,,,,,,,,10
Willamette Falls,4/14/2011,,12,,44,,,,,,,,,,
Willamette Falls,4/15/2011,,39,,53,,,,,,,,,,
Willamette Falls,4/16/2011,,9,,30,,,,,,,,,,
Willamette Falls,4/17/2011,,6,,46,,,,,,,,,,
Willamette Falls,4/18/2011,,1,,14,,,,,,,,,,8.9
Willamette Falls,4/19/2011,,2,,34,,,,,,,,,,8.9
Willamette Falls,4/20/2011,,8,,106,,,,,,,,,,9.4
Willamette Falls,4/21/2011,,8,,122,,,,,,,,,,9.4
Willamette Falls,4/22/2011,,6,,88,,,,,,,,,,10
Willamette Falls,4/23/2011,,11,,79,,,,,,,,,,
Willamette Falls,4/24/2011,,109,2,82,,,,,,,,,,
Willamette Falls,4/25/2011,,764,7,163,,,,,,,,,,10
Willamette Falls,4/26/2011,,588,2,221,,,,,,,,,,10.6
Willamette Falls,4/27/2011,,188,,66,,,,,,,,,,10.6
Willamette Falls,4/28/2011,,110,,117,,,,,,,,,,10.6
Willamette Falls,4/29/2011,,42,,76,,,,,,,,,,9.4
Willamette Falls,4/30/2011,,32,,66,,,,,,,,,,
Willamette Falls,5/1/2011,,40,1,72,,,,,,,,,,
Willamette Falls,5/2/2011,,253,1,127,,,,,,,,,,10
Willamette Falls,5/3/2011,,480,1,184,,,,,,,,,,10
Willamette Falls,5/4/2011,,941,10,178,,,,,,,,,,11.1
Willamette Falls,5/5/2011,,2037,42,266,,,,,,,,,,11.7
Willamette Falls,5/6/2011,,1549,42,254,,,,,,,,,,11.7
Willamette Falls,5/7/2011,,1306,27,220,,,,,,,,,,
Willamette Falls,5/8/2011,,640,10,110,,,,,,,,,,
Willamette Falls,5/9/2011,,348,10,142,,,,,,,,,,10.6
Willamette Falls,5/10/2011,,195,6,189,,,,,,,,,,10.6
Willamette Falls,5/11/2011,,175,6,92,,,,,,,,,,11.1
Willamette Falls,5/12/2011,,562,21,154,,,,,,,,,,11.1
Willamette Falls,5/13/2011,,651,19,203,,,,,,,,,,11.7
Willamette Falls,5/14/2011,,658,18,166,,,,,,,,,,
Willamette Falls,5/15/2011,,1021,21,357,,,,,,,,,,
Willamette Falls,5/16/2011,,311,9,192,,,,,,,,,,10.6
Willamette Falls,5/17/2011,,34,3,179,,,,,,,,,,10.6
Willamette Falls,5/18/2011,,139,7,282,,,,,,,,,,11.7
Willamette Falls,5/19/2011,,549,20,295,,,,,,,,,,11.7
Willamette Falls,5/20/2011,,1118,25,366,,,,,,,,,,
Willamette Falls,5/21/2011,,967,38,352,,,,,,,,,,
Willamette Falls,5/22/2011,,540,20,239,,,,,,,,,,
Willamette Falls,5/23/2011,,549,31,239,,,,,,,,,,13.9
Willamette Falls,5/24/2011,,355,17,165,,,,,,,,,,13.9
Willamette Falls,5/25/2011,,239,10,121,,,,,,,,,,14.4
Willamette Falls,5/26/2011,,837,27,441,,,,,,,,,,13.9
Willamette Falls,5/27/2011,,331,18,160,,,,,,,,,,
Willamette Falls,5/28/2011,,64,4,201,,,,,,,,,,
Willamette Falls,5/29/2011,,17,,208,,,,,,,,,,
Willamette Falls,5/30/2011,,25,2,204,,,,,,,,,,
Willamette Falls,5/31/2011,,28,3,214,,,,,,,,,,10
Willamette Falls,3/1/2012,,,,14,,,,,,,,,,3.9
Willamette Falls,3/2/2012,,,,2,,,,,,,,,,3.9
Willamette Falls,3/3/2012,,,,11,,,,,,,,,,
Willamette Falls,3/4/2012,,,,68,,,,,,,,,,
Willamette Falls,3/5/2012,,,,89,,,,,,,,,,6.1
Willamette Falls,3/6/2012,,,,153,,,,,,,,,,5.6
Willamette Falls,3/7/2012,,1,,70,,,,,,,,,,5.6
Willamette Falls,3/8/2012,,,,36,,,,,,,,,,5.6
Willamette Falls,3/9/2012,,,,36,,,,,,,,,,5.6
Willamette Falls,3/10/2012,,,,56,,,,,,,,,,
Willamette Falls,3/11/2012,,,,72,,,,,,,,,,
Willamette Falls,3/12/2012,,,,77,,,,,,,,,,6.1
Willamette Falls,3/13/2012,,,,57,,,,,,,,,,6.1
Willamette Falls,3/14/2012,,,,15,,,,,,,,,,5.6
Willamette Falls,3/15/2012,,,,29,,,,,,,,,,5.6
Willamette Falls,3/16/2012,,,,5,,,,,,,,,,6.1
Willamette Falls,3/17/2012,,,,8,,,,,,,,,,
Willamette Falls,3/18/2012,,,,26,,,,,,,,,,
Willamette Falls,3/19/2012,,,,17,,,,,,,,,,6.7
Willamette Falls,3/20/2012,,,,19,,,,,,,,,,6.7
Willamette Falls,3/21/2012,,,,16,,,,,,,,,,6.1
Willamette Falls,3/22/2012,,,,5,,,,,,,,,,6.1
Willamette Falls,3/23/2012,,,,-1,,,,,,,,,,
Willamette Falls,3/24/2012,,,,7,,,,,,,,,,
Willamette Falls,3/25/2012,,,,82,,,,,,,,,,
Willamette Falls,3/26/2012,,,,210,,,,,,,,,,7.8
Willamette Falls,3/27/2012,,,,182,,,,,,,,,,7.8
Willamette Falls,3/28/2012,,,,223,,,,,,,,,,
Willamette Falls,3/29/2012,,,,183,,,,,,,,,,8.3
Willamette Falls,3/30/2012,,,,106,,,,,,,,,,8.3
Willamette Falls,3/31/2012,,,,14,,,,,,,,,,
Willamette Falls,4/1/2012,,,,20,,,,,,,,,,
Willamette Falls,4/2/2012,,,,13,,,,,,,,,,8.9
Willamette Falls,4/3/2012,,,,36,,,,,,,,,,8.9
Willamette Falls,4/4/2012,,,,65,,,,,,,,,,8.9
Willamette Falls,4/5/2012,,,,40,,,,,,,,,,8.3
Willamette Falls,4/6/2012,,,,30,,,,,,,,,,
Willamette Falls,4/7/2012,,,,66,,,,,,,,,,
Willamette Falls,4/8/2012,,,,182,,,,,,,,,,
Willamette Falls,4/9/2012,,2,,501,,,,,,,,,,9.4
Willamette Falls,4/10/2012,,8,3,564,,,,,,,,,,9.4
Willamette Falls,4/11/2012,,20,1,331,,,,,,,,,,10
Willamette Falls,4/12/2012,,23,,198,,,,,,,,,,10
Willamette Falls,4/13/2012,,18,,183,,,,,,,,,,10
Willamette Falls,4/14/2012,,36,,115,,,,,,,,,,
Willamette Falls,4/15/2012,,34,,134,,,,,,,,,,
Willamette Falls,4/16/2012,,42,,168,,,,,,,,,,10
Willamette Falls,4/17/2012,,51,,159,,,,,,,,,,10
Willamette Falls,4/18/2012,,29,,144,,,,,,,,,,10
Willamette Falls,4/19/2012,,9,,73,,,,,,,,,,9.4
Willamette Falls,4/20/2012,,16,,109,,,,,,,,,,9.4
Willamette Falls,4/21/2012,,7,,91,,,,,,,,,,
Willamette Falls,4/22/2012,,16,,192,,,,,,,,,,
Willamette Falls,4/23/2012,,34,1,233,,,,,,,,,,11.7
Willamette Falls,4/24/2012,,319,9,434,,,,,,,,,,12.2
Willamette Falls,4/25/2012,,603,15,301,,,,,,,,,,12.2
Willamette Falls,4/26/2012,,283,1,208,,,,,,,,,,11.7
Willamette Falls,4/27/2012,,165,2,185,,,,,,,,,,11.1
Willamette Falls,4/28/2012,,28,,73,,,,,,,,,,
Willamette Falls,4/29/2012,,50,,95,,,,,,,,,,
Willamette Falls,4/30/2012,,65,,142,,,,,,,,,,10.6
Willamette Falls,5/1/2012,,55,,102,,,,,,,,,,10.6
Willamette Falls,5/2/2012,,86,1,122,,,,,,,,,,11.1
Willamette Falls,5/3/2012,,47,1,67,,,,,,,,,,10
Willamette Falls,5/4/2012,,27,,84,,,,,,,,,,
Willamette Falls,5/5/2012,,26,1,111,,,,,,,,,,
Willamette Falls,5/6/2012,,32,,115,,,,,,,,,,
Willamette Falls,5/7/2012,,52,2,196,,,,,,,,,,
Willamette Falls,5/8/2012,,282,8,231,,,,,,,,,,11.1
Willamette Falls,5/9/2012,,2087,80,372,,,,,,,,,,12.2
Willamette Falls,5/10/2012,,1676,23,299,,,,,,,,,,12.8
Willamette Falls,5/11/2012,,1694,20,325,,,,,,,,,,13.3
Willamette Falls,5/12/2012,,1184,53,231,,,,,,,,,,
Willamette Falls,5/13/2012,,1390,49,314,,,,,,,,,,
Willamette Falls,5/14/2012,,1435,57,514,,,,,,,,,,
Willamette Falls,5/15/2012,,1487,46,391,,,,,,,,,,15
Willamette Falls,5/16/2012,,1460,41,538,,,,,,,,,,15.6
Willamette Falls,5/17/2012,,811,28,421,,,,,,,,,,15.6
Willamette Falls,5/18/2012,,678,29,329,,,,,,,,,,15.6
Willamette Falls,5/19/2012,,567,28,428,,,,,,,,,,
Willamette Falls,5/20/2012,,258,14,282,,,,,,,,,,
Willamette Falls,5/21/2012,,206,10,291,,,,,,,,,,14.4
Willamette Falls,5/22/2012,,235,11,272,,,,,,,,,,14.4
Willamette Falls,5/23/2012,,157,6,238,,,,,,,,,,13.9
Willamette Falls,5/24/2012,,96,3,206,,,,,,,,,,13.9
Willamette Falls,5/25/2012,,73,1,194,,,,,,,,,,
Willamette Falls,5/26/2012,,78,7,310,,,,,,,,,,
Willamette Falls,5/27/2012,,208,10,318,,,,,,,,,,
Willamette Falls,5/28/2012,,283,17,344,,,,,,,,,,
Willamette Falls,5/29/2012,,470,27,424,,,,,,,,,,12.2
Willamette Falls,5/30/2012,,830,45,556,,,,,,,,,,12.8
Willamette Falls,5/31/2012,,933,56,396,,,,,,,,,,
Willamette Falls,3/1/2013,,,,48,,,,,,,,,,7.2
Willamette Falls,3/2/2013,,,,153,,,,,,,,,,
Willamette Falls,3/3/2013,,,,152,,,,,,,,,,
Willamette Falls,3/4/2013,,,,93,,,,,,,,,,7.2
Willamette Falls,3/5/2013,,1,,48,,,,,,,,,,7.8
Willamette Falls,3/6/2013,,1,,22,,,,,,,,,,7.8
Willamette Falls,3/7/2013,,1,,11,,,,,,,,,,6.7
Willamette Falls,3/8/2013,,,,14,,,,,,,,,,6.7
Willamette Falls,3/9/2013,,,,22,,,,,,,,,,
Willamette Falls,3/10/2013,,,,28,,,,,,,,,,
Willamette Falls,3/11/2013,,,,94,,,,,,,,,,8.3
Willamette Falls,3/12/2013,,,,74,,,,,,,,,,8.3
Willamette Falls,3/13/2013,,1,,58,,,,,,,,,,8.9
Willamette Falls,3/14/2013,,,,99,,,,,,,,,,8.9
Willamette Falls,3/15/2013,,1,,244,,,,,,,,,,
Willamette Falls,3/16/2013,,1,,214,,,,,,,,,,
Willamette Falls,3/17/2013,,1,,299,,,,,,,,,,
Willamette Falls,3/18/2013,,1,,97,,,,,,,,,,10
Willamette Falls,3/19/2013,,3,,73,,,,,,,,,,10
Willamette Falls,3/20/2013,,,,53,,,,,,,,,,8.9
Willamette Falls,3/21/2013,,1,,106,,,,,,,,,,8.9
Willamette Falls,3/22/2013,,,,82,,,,,,,,,,8.9
Willamette Falls,3/23/2013,,,,80,,,,,,,,,,
Willamette Falls,3/24/2013,,1,,59,,,,,,,,,,
Willamette Falls,3/25/2013,,1,,59,,,,,,,,,,7.8
Willamette Falls,3/26/2013,,1,,50,,,,,,,,,,8.9
Willamette Falls,3/27/2013,,1,,58,,,,,,,,,,8.9
Willamette Falls,3/28/2013,,2,,82,,,,,,,,,,
Willamette Falls,3/29/2013,,2,,172,,,,,,,,,,
Willamette Falls,3/30/2013,,11,,215,,,,,,,,,,
Willamette Falls,3/31/2013,,14,,169,,,,,,,,,,
Willamette Falls,4/1/2013,,42,,258,,,,,,,,,,13.3
Willamette Falls,4/2/2013,,21,,122,,,,,,,,,,13.3
Willamette Falls,4/3/2013,,76,,147,,,,,,,,,,14.4
Willamette Falls,4/4/2013,,128,1,106,,,,,,,,,,14.4
Willamette Falls,4/5/2013,,83,,133,,,,,,,,,,13.3
Willamette Falls,4/6/2013,,74,1,124,,,,,,,,,,
Willamette Falls,4/7/2013,,20,,129,,,,,,,,,,
Willamette Falls,4/8/2013,,10,,37,,,,,,,,,,10
Willamette Falls,4/9/2013,,1,,50,,,,,,,,,,10
Willamette Falls,4/10/2013,,4,,35,,,,,,,,,,9.4
Willamette Falls,4/11/2013,,4,,88,,,,,,,,,,9.4
Willamette Falls,4/12/2013,,7,,58,,,,,,,,,,9.4
Willamette Falls,4/13/2013,,4,,42,,,,,,,,,,
Willamette Falls,4/14/2013,,15,,45,,,,,,,,,,
Willamette Falls,4/15/2013,,15,,39,,,,,,,,,,10
Willamette Falls,4/16/2013,,24,,43,,,,,,,,,,10
Willamette Falls,4/17/2013,,48,3,101,,,,,,,,,,10
Willamette Falls,4/18/2013,,77,1,78,,,,,,,,,,10.6
Willamette Falls,4/19/2013,,102,,36,,,,,,,,,,
Willamette Falls,4/20/2013,,297,9,135,,,,,,,,,,
Willamette Falls,4/21/2013,,338,16,109,,,,,,,,,,
